Id;Strategy;Epochs;Base_Model;Finetune_Id;Cost;Finetune_Time;Average_Token_Acc;model_name;Number_Samples;Number_Training_Samples;Number_Test_Samples;Number_Tokens;Duplicates;Training_Set_Creation_Time;Diffs;EOs;Pertubation;Components;Nodes;Edges;Filtered;Component_Computation_Time;Filter_Correct;Correct_1_Matches;Correct_2_Matches;Correct_3_Matches;token_count;faulty_graphs;faulty_mm;duplicates;Pattern_Correct_1_Rank_factorial;Pattern_Pollution_Add_Interface_And_SW_Rank_factorial;Pattern_Pollution_Add_Package_and_Port_Rank_factorial;Pattern_Pollution_Add_Connector_Rank_factorial;Pattern_Pollution_Add_SwImpl_Rank_factorial;Pattern_Correct_3_Rank_factorial;Pattern_Correct_2_Rank_factorial;Pattern_Correct_1_Rank_probability;Pattern_Pollution_Add_Interface_And_SW_Rank_probability;Pattern_Pollution_Add_Package_and_Port_Rank_probability;Pattern_Pollution_Add_Connector_Rank_probability;Pattern_Pollution_Add_SwImpl_Rank_probability;Pattern_Correct_3_Rank_probability;Pattern_Correct_2_Rank_probability;Pattern_Correct_1_Rank_edges_scaled;Pattern_Pollution_Add_Interface_And_SW_Rank_edges_scaled;Pattern_Pollution_Add_Package_and_Port_Rank_edges_scaled;Pattern_Pollution_Add_Connector_Rank_edges_scaled;Pattern_Pollution_Add_SwImpl_Rank_edges_scaled;Pattern_Correct_3_Rank_edges_scaled;Pattern_Correct_2_Rank_edges_scaled;Pattern_Correct_1_Rank_compression;Pattern_Pollution_Add_Interface_And_SW_Rank_compression;Pattern_Pollution_Add_Package_and_Port_Rank_compression;Pattern_Pollution_Add_Connector_Rank_compression;Pattern_Pollution_Add_SwImpl_Rank_compression;Pattern_Correct_3_Rank_compression;Pattern_Correct_2_Rank_compression
Two_Eos20_eo31_p0.5;dfs_edges;4;ada;ft-38Q3z1hPPVmYXQHDoRsOufw2;0.25;616.0;0.9524388363496408;ada:ft-siemens-ag-t-2022-09-26-13-03-02;1308;1177;131;171595;331;0.7615358829498291;20;31;0.5;582;4154;4910;0;0.0441038608551025;False;78;83;110;982.0;0.0;0.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;-1;-1;-1;-1;-1;3;1
Two_Eos20_eo31_p0.5;dfs_edges;6;ada;ft-UiMceOk91VyfbLS0X2ekYQbG;0.12;206.0;0.9719378862277832;ada:ft-siemens-ag-t-2022-09-26-18-19-39;1308;1177;131;171595;331;0.7615358829498291;20;31;0.5;582;4154;4910;0;0.0441038608551025;False;78;83;110;1860.0;1.0;2.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;-1;-1;-1;-1;-1;3;1
Two_Eos10_eo81_p1.0;dfs_edges;4;ada;ft-KJplvUW3F8rgdF1Y8FE0JvVC;0.34;649.0;0.9476803815710028;ada:ft-siemens-ag-t-2022-09-26-13-32-02;1381;1242;139;235667;137;0.9202580451965332;10;81;1.0;648;5477;6539;10;0.0636959075927734;False;0;0;88;5507.0;2.0;0.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;-1.0;-1;-1;-1;-1;-1;12;-1
Two_Eos10_eo81_p1.0;dfs_edges;6;ada;ft-oWPwsniAGmTIpyq4v2veVbEl;0.17;214.0;0.9661012859819028;ada:ft-siemens-ag-t-2022-09-26-18-25-53;1381;1242;139;235667;137;0.9202580451965332;10;81;1.0;648;5477;6539;10;0.0636959075927734;False;0;0;88;4258.0;1.0;0.0;39.0;9.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;22.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;3;-1;-1;-1;-1;11;-1
Two_Eos20_eo51_p0.5;dfs_edges;4;ada;ft-FoY2mLyhX0DCg7AZDxhpDgQR;0.4;994.0;0.9568317268349988;ada:ft-siemens-ag-t-2022-09-26-13-54-50;2099;1889;210;273942;560;1.3346209526062012;20;51;0.5;961;6629;7878;3;0.0883610248565673;False;80;142;166;4337.0;0.0;0.0;53.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;10.0;10.0;-1.0;-1.0;-1.0;-1.0;3.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;2;-1;-1;-1;-1;7;1
Two_Eos20_eo51_p0.5;dfs_edges;6;ada;ft-3120VNc3P86lRl7AYkDzvahN;0.2;333.0;0.9717480498976386;ada:ft-siemens-ag-t-2022-09-26-18-31-21;2099;1889;210;273942;560;1.3346209526062012;20;51;0.5;961;6629;7878;3;0.0883610248565673;False;80;142;166;2351.0;2.0;0.0;33.0;3.0;-1.0;-1.0;-1.0;-1.0;4.0;8.0;11.0;-1.0;-1.0;-1.0;-1.0;4.0;7.0;11.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;2;-1;-1;-1;-1;7;1
Two_Eos20_eo31_p1.0;dfs_edges;4;ada;ft-QGflinWjN04V3aYOAbTN0CCf;0.31;643.0;0.9506673460591047;ada:ft-siemens-ag-t-2022-09-26-14-09-56;1364;1227;137;211782;134;0.8644390106201172;20;31;1.0;643;5081;6050;1;0.0535118579864501;False;0;0;84;3123.0;0.0;0.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;-1;-1;-1;-1;-1;11;-1
Two_Eos20_eo31_p1.0;dfs_edges;6;ada;ft-1jUDuAwygaOSWk2d7w7vCexH;0.15;212.0;0.9680588245589304;ada:ft-siemens-ag-t-2022-09-26-18-33-41;1364;1227;137;211782;134;0.8644390106201172;20;31;1.0;643;5081;6050;1;0.0535118579864501;False;0;0;84;4104.0;4.0;0.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;10.0;-1;-1;-1;-1;-1;10;5
Two_Eos10_eo51_p0.0;dfs_edges;4;ada;ft-Z2Oq1pfJvFHWWMme7OOWgV3U;0.14;367.0;0.9643219283991368;ada:ft-siemens-ag-t-2022-09-26-14-18-46;922;829;93;99930;301;0.4867401123046875;10;51;0.0;374;2459;2937;0;0.0264241695404052;False;93;98;93;1918.0;0.0;0.0;28.0;1.0;-1.0;-1.0;-1.0;-1.0;2.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;1.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;1;-1;-1;-1;-1;6;2
Two_Eos10_eo51_p0.0;dfs_edges;6;ada;ft-en9fbcDdpGcWaXdEi83XeKYW;0.07;122.0;0.9798470203887186;ada:ft-siemens-ag-t-2022-09-26-19-04-42;922;829;93;99930;301;0.4867401123046875;10;51;0.0;374;2459;2937;0;0.0264241695404052;False;93;98;93;1755.0;0.0;0.0;21.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;4.0;7.0;-1.0;-1.0;-1.0;-1.0;4.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0;1;-1;-1;-1;-1;7;2
Two_Eos20_eo11_p1.0;dfs_edges;4;ada;ft-erxzk3Tafwm6QgW7VcRwIaOy;0.11;207.0;0.942151316414973;ada:ft-siemens-ag-t-2022-09-26-12-24-33;520;468;52;79326;44;0.3180947303771972;20;11;1.0;248;1902;2239;0;0.0222072601318359;False;0;0;37;4203.0;12.0;0.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1;-1;-1;-1;-1;7;-1
Two_Eos20_eo11_p1.0;dfs_edges;6;ada;ft-djW7ZzkJjgo1maBMjWWUwupc;0.06;69.0;0.9690005291471876;ada:ft-siemens-ag-t-2022-09-26-19-07-39;520;468;52;79326;44;0.3180947303771972;20;11;1.0;248;1902;2239;0;0.0222072601318359;False;0;0;37;5273.0;8.0;1.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1;-1;-1;-1;-1;11;-1
Two_Eos20_eo51_p1.0;dfs_edges;4;ada;ft-V7L9gsxz6vK1vXoygBvkvy3Y;0.49;1009.0;0.9546341738233952;ada:ft-siemens-ag-t-2022-09-26-14-41-49;2176;1958;218;339942;273;1.4128870964050293;20;51;1.0;1024;8066;9585;5;0.109015941619873;False;0;0;139;5344.0;2.0;1.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;8.0;-1;-1;-1;-1;-1;15;7
Two_Eos20_eo51_p1.0;dfs_edges;6;ada;ft-rCsbEqobiQCtwtyvJfuzgIrG;0.24;337.0;0.9692941582260818;ada:ft-siemens-ag-t-2022-09-26-19-19-29;2176;1958;218;339942;273;1.4128870964050293;20;51;1.0;1024;8066;9585;5;0.109015941619873;False;0;0;139;1590.0;0.0;0.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-1.0;-1;-1;-1;-1;-1;6;-1
