Id;Strategy;Epochs;Base_Model;Finetune_Id;Cost;Finetune_Time;Average_Token_Acc;model_name;Number_Samples;Number_Training_Samples;Number_Test_Samples;Number_Tokens;Duplicates;Training_Set_Creation_Time;Diffs;EOs;Pertubation;Components;Nodes;Edges;Filtered;Component_Computation_Time;Filter_Correct;Correct_1_Matches;Correct_2_Matches;Correct_3_Matches;token_count;faulty_graphs;faulty_mm;duplicates;Pattern_Correct_1_Rank_factorial;Pattern_Pollution_Add_Interface_And_SW_Rank_factorial;Pattern_Pollution_Add_Package_and_Port_Rank_factorial;Pattern_Pollution_Add_Connector_Rank_factorial;Pattern_Pollution_Add_SwImpl_Rank_factorial;Pattern_Correct_3_Rank_factorial;Pattern_Correct_2_Rank_factorial;Pattern_Correct_1_Rank_probability;Pattern_Pollution_Add_Interface_And_SW_Rank_probability;Pattern_Pollution_Add_Package_and_Port_Rank_probability;Pattern_Pollution_Add_Connector_Rank_probability;Pattern_Pollution_Add_SwImpl_Rank_probability;Pattern_Correct_3_Rank_probability;Pattern_Correct_2_Rank_probability;Pattern_Correct_1_Rank_edges_scaled;Pattern_Pollution_Add_Interface_And_SW_Rank_edges_scaled;Pattern_Pollution_Add_Package_and_Port_Rank_edges_scaled;Pattern_Pollution_Add_Connector_Rank_edges_scaled;Pattern_Pollution_Add_SwImpl_Rank_edges_scaled;Pattern_Correct_3_Rank_edges_scaled;Pattern_Correct_2_Rank_edges_scaled;Pattern_Correct_1_Rank_compression;Pattern_Pollution_Add_Interface_And_SW_Rank_compression;Pattern_Pollution_Add_Package_and_Port_Rank_compression;Pattern_Pollution_Add_Connector_Rank_compression;Pattern_Pollution_Add_SwImpl_Rank_compression;Pattern_Correct_3_Rank_compression;Pattern_Correct_2_Rank_compression
Two_Eos10_eo31_p1.0;dfs_edges;4;curie;ft-gHYNWhEOSqcLSxT759VhSUJQ;1.09;396.0;0.9564854790944964;curie:ft-siemens-ag-t-2022-10-01-21-07-58;577;519;58;100404;55;0.4128623008728027;10;31;1.0;267;2356;2819;4;0.0442671775817871;False;0;0;44;7420.0;5.0;6.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.0;-1.0
Two_Eos10_eo31_p1.0;dfs_edges;6;curie;ft-nO65i7Gd7iYMzWylhBrTyDY3;0.54;130.0;0.980726531308332;curie:ft-siemens-ag-t-2022-10-02-09-25-54;577;519;58;100404;55;0.4128623008728027;10;31;1.0;267;2356;2819;4;0.0442671775817871;False;0;0;44;8121.0;8.0;2.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.0;9.0
Two_Eos10_eo51_p0.0;dfs_edges;4;curie;ft-8q8kyrL2ehuMjD8K40NCA8OS;1.09;633.0;0.9764635556439356;curie:ft-siemens-ag-t-2022-10-01-21-23-19;940;846;94;100884;311;0.5123188495635986;10;51;0.0;374;2459;2937;0;0.0286283493041992;False;93;98;93;1364.0;0.0;0.0;16.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;1.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;7.0;3.0
Two_Eos10_eo51_p0.0;dfs_edges;6;curie;ft-xwSWEMlskJH1Iuuc9kcL1gos;0.55;212.0;0.9884736900002856;curie:ft-siemens-ag-t-2022-10-02-09-33-58;940;846;94;100884;311;0.5123188495635986;10;51;0.0;374;2459;2937;0;0.0286283493041992;False;93;98;93;1528.0;1.0;0.0;18.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;4.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;2.0
Two_Eos10_eo51_p0.5;dfs_edges;4;curie;ft-40hE34AMdQpA3RW7nPKBDHV5;1.53;656.0;0.9652179236235344;curie:ft-siemens-ag-t-2022-10-01-21-39-13;950;855;95;142260;174;0.6124777793884277;10;51;0.5;410;3325;4018;0;0.0355899333953857;False;34;47;77;3103.0;2.0;0.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0
Two_Eos10_eo51_p0.5;dfs_edges;6;curie;ft-CUa2ICbe2lVarHIKieMK8bDa;0.76;216.0;0.9838023904069336;curie:ft-siemens-ag-t-2022-10-02-09-13-52;950;855;95;142260;174;0.6124777793884277;10;51;0.5;410;3325;4018;0;0.0355899333953857;False;34;47;77;1652.0;0.0;0.0;21.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;4.0;9.0;-1.0;-1.0;-1.0;-1.0;6.0;5.0;8.0;-1.0;-1.0;-1.0;-1.0;5.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;4.0;3.0
Two_Eos10_eo51_p1.0;dfs_edges;4;curie;ft-ssLpPP3gTVx2NzgHs9VxPP2Y;1.63;614.0;0.9648152843390873;curie:ft-siemens-ag-t-2022-10-01-21-54-07;892;802;90;150509;92;0.635059118270874;10;51;1.0;423;3555;4254;5;0.0439369678497314;False;0;0;64;2109.0;0.0;0.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;-1.0
Two_Eos10_eo51_p1.0;dfs_edges;6;curie;ft-qb553h2tOOyYAullMI3sZdGn;0.82;204.0;0.983603874652598;curie:ft-siemens-ag-t-2022-10-02-09-34-02;892;802;90;150509;92;0.635059118270874;10;51;1.0;423;3555;4254;5;0.0439369678497314;False;0;0;64;2171.0;0.0;0.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.0;-1.0
Two_Eos10_eo81_p0.0;dfs_edges;4;curie;ft-Tvx0My1h4DviblEa05Cab6zp;1.58;952.0;0.9737619133772328;curie:ft-siemens-ag-t-2022-10-01-22-16-39;1347;1212;135;145556;582;0.7426259517669678;10;81;0.0;544;3483;4260;2;0.0386481285095214;False;90;172;145;1377.0;0.0;0.0;15.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;5.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0
Two_Eos10_eo81_p0.0;dfs_edges;6;curie;ft-HPCHdh5WliWWnD1K0W50CMUw;0.79;315.0;0.9863651816073722;curie:ft-siemens-ag-t-2022-10-02-09-45-56;1347;1212;135;145556;582;0.7426259517669678;10;81;0.0;544;3483;4260;2;0.0386481285095214;False;90;172;145;1020.0;0.0;0.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0
Two_Eos10_eo81_p0.5;dfs_edges;4;curie;ft-6ZL9sWlLIBYXxjFxp2MKAveE;1.98;912.0;0.9635258336501142;curie:ft-siemens-ag-t-2022-10-01-22-39-25;1276;1148;128;184303;323;0.8083829879760742;10;81;0.5;573;4324;5217;8;0.0791718959808349;False;37;79;119;1730.0;0.0;0.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0
Two_Eos10_eo81_p0.5;dfs_edges;6;curie;ft-nBOBz7fwyKjrFNiMZnm85pr5;0.99;312.0;0.981172818542012;curie:ft-siemens-ag-t-2022-10-02-09-45-58;1276;1148;128;184303;323;0.8083829879760742;10;81;0.5;573;4324;5217;8;0.0791718959808349;False;37;79;119;3477.0;2.0;0.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0
Two_Eos10_eo81_p1.0;dfs_edges;4;curie;ft-Kgyb2LmGwQ7eCRTnmgl9SoIq;2.54;1011.0;0.962095647840274;curie:ft-siemens-ag-t-2022-10-01-23-03-58;1377;1239;138;235598;142;0.9388468265533448;10;81;1.0;648;5477;6539;10;0.0860321521759033;False;0;0;88;6508.0;6.0;0.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.0;5.0
Two_Eos10_eo81_p1.0;dfs_edges;6;curie;ft-EYICTaEfsEiuGMsXuh5kxPIF;1.27;326.0;0.980805784479858;curie:ft-siemens-ag-t-2022-10-02-09-20-14;1377;1239;138;235598;142;0.9388468265533448;10;81;1.0;648;5477;6539;10;0.0860321521759033;False;0;0;88;6459.0;1.0;0.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.0;5.0
Two_Eos20_eo11_p0.0;dfs_edges;4;curie;ft-ZxRWMWLMjpIodRAqmilWM5HN;0.46;316.0;0.9743307003275408;curie:ft-siemens-ag-t-2022-10-01-23-12-56;481;432;49;41990;181;0.2545390129089355;20;11;0.0;196;1075;1259;0;0.0154831409454345;False;53;72;55;1390.0;0.0;0.0;15.0;1.0;-1.0;-1.0;-1.0;-1.0;4.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;4.0;6.0;7.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;2.0
Two_Eos20_eo11_p0.0;dfs_edges;6;curie;ft-pcK2Sg2b0Rrq7IaYacQzR2J5;0.23;107.0;0.9901866160100368;curie:ft-siemens-ag-t-2022-10-02-09-50-42;481;432;49;41990;181;0.2545390129089355;20;11;0.0;196;1075;1259;0;0.0154831409454345;False;53;72;55;983.0;0.0;0.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0
Two_Eos20_eo11_p0.5;dfs_edges;4;curie;ft-rJPoPrRTmGrDf9dRKj5YAOc0;0.67;339.0;0.9627745406164316;curie:ft-siemens-ag-t-2022-10-01-20-57-55;503;452;51;60784;78;0.3066201210021972;20;11;0.5;233;1513;1778;0;0.019413948059082;False;34;38;33;2630.0;1.0;0.0;21.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;8.0;12.0;-1.0;-1.0;-1.0;-1.0;3.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;7.0;3.0
Two_Eos20_eo11_p0.5;dfs_edges;6;curie;ft-ljg0uRuj0xPRwN9oGcnRKvQu;0.33;114.0;0.9846236270011136;curie:ft-siemens-ag-t-2022-10-02-09-51-03;503;452;51;60784;78;0.3066201210021972;20;11;0.5;233;1513;1778;0;0.019413948059082;False;34;38;33;4068.0;4.0;0.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0
Two_Eos20_eo11_p1.0;dfs_edges;4;curie;ft-LlrXxCECGPs9v8XYGFCGveVR;0.85;346.0;0.957825904289402;curie:ft-siemens-ag-t-2022-10-01-23-56-38;513;461;52;78422;48;0.3409829139709472;20;11;1.0;248;1902;2239;0;0.0248920917510986;False;0;0;37;4999.0;6.0;0.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.0;-1.0
Two_Eos20_eo11_p1.0;dfs_edges;6;curie;ft-Lnnmc5Rn1WZyodX3zc0PpKdN;0.43;115.0;0.9830285220624004;curie:ft-siemens-ag-t-2022-10-02-09-56-13;513;461;52;78422;48;0.3409829139709472;20;11;1.0;248;1902;2239;0;0.0248920917510986;False;0;0;37;5985.0;17.0;1.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.0;-1.0
Two_Eos20_eo31_p0.0;dfs_edges;4;curie;ft-AVrCVgdoVxaYxOOP6st1x48N;1.23;861.0;0.9762490222656386;curie:ft-siemens-ag-t-2022-10-02-00-17-01;1266;1139;127;114041;631;0.7176849842071533;20;31;0.0;531;2991;3500;0;0.0360686779022216;False;125;172;167;1603.0;0.0;0.0;21.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;4.0;10.0;-1.0;-1.0;-1.0;-1.0;5.0;7.0;10.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0
Two_Eos20_eo31_p0.0;dfs_edges;6;curie;ft-K1pEBaP7BgnoKMGxGdcisxRt;0.62;288.0;0.9877275415430437;curie:ft-siemens-ag-t-2022-10-02-10-13-53;1266;1139;127;114041;631;0.7176849842071533;20;31;0.0;531;2991;3500;0;0.0360686779022216;False;125;172;167;1691.0;0.0;0.0;24.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;5.0;10.0;-1.0;-1.0;-1.0;-1.0;5.0;7.0;10.0;-1.0;-1.0;-1.0;-1.0;5.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;5.0;2.0
Two_Eos20_eo31_p0.5;dfs_edges;4;curie;ft-jfF1sLiCH6u0Eqxzhe6hby3k;1.84;926.0;0.9642109269428588;curie:ft-siemens-ag-t-2022-10-02-00-38-56;1300;1170;130;171340;316;0.8103618621826172;20;31;0.5;582;4154;4910;0;0.0482571125030517;False;78;83;110;4774.0;1.0;0.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;1.0
Two_Eos20_eo31_p0.5;dfs_edges;6;curie;ft-gzMgoEVNo9zYDm191ikyFUwn;0.92;309.0;0.9823065188359748;curie:ft-siemens-ag-t-2022-10-02-10-29-23;1300;1170;130;171340;316;0.8103618621826172;20;31;0.5;582;4154;4910;0;0.0482571125030517;False;78;83;110;2789.0;0.0;0.0;26.0;2.0;-1.0;-1.0;-1.0;-1.0;7.0;9.0;10.0;-1.0;-1.0;-1.0;-1.0;3.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;9.0;4.0
Two_Eos20_eo31_p1.0;dfs_edges;4;curie;ft-Qsj1oUKCVUGYxBbrptOLL1Ss;2.32;993.0;0.963727096785495;curie:ft-siemens-ag-t-2022-10-02-01-02-33;1389;1250;139;214758;145;0.9154181480407716;20;31;1.0;643;5081;6050;1;0.0575160980224609;False;0;0;84;8399.0;2.0;0.0;67.0;6.0;-1.0;-1.0;-1.0;-1.0;9.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;4.0;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;15.0;-1.0
Two_Eos20_eo31_p1.0;dfs_edges;6;curie;ft-SlHrFLxeMHeYT6x3UY2ul9im;1.16;329.0;0.9817500967800608;curie:ft-siemens-ag-t-2022-10-02-10-03-02;1389;1250;139;214758;145;0.9154181480407716;20;31;1.0;643;5081;6050;1;0.0575160980224609;False;0;0;84;3541.0;0.0;0.0;23.0;4.0;-1.0;-1.0;-1.0;-1.0;13.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;2.0;-1.0;3.0;-1.0;-1.0;-1.0;-1.0;6.0;-1.0
Two_Eos20_eo51_p0.0;dfs_edges;4;curie;ft-aLl7xomHV4k5E8gzLxBjHmlc;2.08;1380.0;0.9779841057875456;curie:ft-siemens-ag-t-2022-10-02-01-34-41;2026;1823;203;192775;980;1.0891010761260986;20;51;0.0;832;4925;5793;0;0.0815210342407226;False;208;271;224;1719.0;0.0;0.0;21.0;1.0;-1.0;-1.0;-1.0;-1.0;3.0;5.0;6.0;-1.0;-1.0;-1.0;-1.0;2.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;4.0;2.0
Two_Eos20_eo51_p0.0;dfs_edges;6;curie;ft-9jwuaDaO3LNMoE5chSdPzFGs;1.04;458.0;0.986897128902038;curie:ft-siemens-ag-t-2022-10-02-10-45-54;2026;1823;203;192775;980;1.0891010761260986;20;51;0.0;832;4925;5793;0;0.0815210342407226;False;208;271;224;1542.0;0.0;0.0;19.0;1.0;-1.0;-1.0;-1.0;-1.0;2.0;4.0;5.0;-1.0;-1.0;-1.0;-1.0;1.0;3.0;5.0;-1.0;-1.0;-1.0;-1.0;2.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;4.0;2.0
Two_Eos20_eo51_p0.5;dfs_edges;4;curie;ft-7L7ZDb510zi06FbioPuBC0MQ;2.94;1503.0;0.969030774644612;curie:ft-siemens-ag-t-2022-10-01-23-47-36;2087;1878;209;272318;560;1.2923190593719482;20;51;0.5;961;6629;7878;3;0.079963207244873;False;80;142;166;1118.0;0.0;0.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0
Two_Eos20_eo51_p0.5;dfs_edges;6;curie;ft-RxXNrC2pBFz10Oib2DnZMJwD;1.47;501.0;0.9830993017407046;curie:ft-siemens-ag-t-2022-10-02-19-17-27;2087;1878;209;272318;560;1.2923190593719482;20;51;0.5;961;6629;7878;3;0.079963207244873;False;80;142;166;3870.0;0.0;0.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;2.0
